"X","Time","PopBio","Time_units","PopBio_units","Rep_ID","ID","Medium","Temp","Citation","Species","Rep","avg_count","group","counter","logPopBio"
516,189.996734180803,0.0315699963644656,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,21,-3.45554809157013
517,166.390407118254,0.0334259675759612,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,22,-3.39842220874037
518,142.795171517127,0.0299247629200121,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,23,-3.50906895004193
519,119.188844454578,0.0317807341315079,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,24,-3.44889501771533
520,94.3550623278517,0.0264975013402187,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,25,-3.6307048394838
521,69.5138858935098,0.0247857191272252,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,26,-3.69748763331582
522,45.9149531385756,0.0230702397604245,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,27,-3.76921181411426
523,23.5619612168567,0.0195653379506679,"Hours","OD_595","229_1",229,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.",1,28,17,28,-3.93399575024288
353,194.336219336219,3145.87123757211,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,1,8.05384615384613
352,167.279942279942,3500.57934416505,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,2,8.16068376068374
351,155.104617604617,1804.9543837565,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,3,7.49829059829057
350,118.578643578643,1140.12010247651,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,4,7.03888888888887
349,108.658008658008,727.905287518809,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,5,6.59017094017093
348,96.9336219336217,312.984555588129,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,6,5.74615384615382
347,84.7582972582971,170.234940717079,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,7,5.13717948717948
346,72.5829725829725,36.9439429876776,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,8,3.6094017094017
345,59.9567099567099,14.4288657952779,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,9,2.66923076923076
344,47.7813852813852,9.7175314865719,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,10,2.27393162393162
343,36.0569985569986,0.998292058485558,"Hours","CFU","23_1",23,"Cooked Chicken Breast",10,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Pseudomonas spp.",1,11,121,11,-0.00170940170940561
235,671.805273833671,0.117888563049853,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,1,-2.13801548165854
236,647.464503042596,0.119648093841642,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,2,-2.1232003958734
237,624.340770791075,0.112609970674487,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,3,-2.18382501768983
238,598.782961460445,0.116129032258064,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,4,-2.15305335902309
239,575.659229208925,0.117888563049853,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,5,-2.13801548165854
240,551.31845841785,0.114369501466276,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,6,-2.16832083115387
241,526.977687626775,0.121407624633431,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,7,-2.10860159645225
242,503.853955375253,0.119648093841642,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,8,-2.1232003958734
243,479.513184584178,0.12316715542522,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,9,-2.09421285900015
244,455.172413793103,0.130205278592375,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,10,-2.03864300784534
245,432.048681541582,0.121407624633431,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,11,-2.10860159645225
246,407.707910750507,0.109090909090909,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,12,-2.21557371600442
247,383.367139959432,0.110850439882698,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,13,-2.19957337465797
248,360.243407707911,0.109090909090909,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,14,-2.21557371600442
249,335.902636916835,0.102052785923754,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,15,-2.28226509050308
250,311.56186612576,0.105571847507331,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,16,-2.24836353882741
251,288.438133874239,0.103812316715543,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,17,-2.26517065714378
252,262.88032454361,0.0950146627565984,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,18,-2.35372405448523
253,239.756592292089,0.0932551319648094,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,19,-2.37241618749739
254,215.415821501014,0.0809384164222875,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,20,-2.51406670456041
255,191.075050709939,0.0721407624633433,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,21,-2.6291360343452
256,167.951318458418,0.0633431085043989,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,22,-2.7591891625934
257,143.610547667343,0.0633431085043988,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,23,-2.7591891625934
258,120.486815415821,0.0545454545454545,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,24,-2.90872089656436
259,94.9290060851924,0.0422287390029327,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,25,-3.16465427070156
260,71.8052738336711,0.0422287390029326,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,26,-3.16465427070156
261,47.464503042596,0.0334310850439883,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,27,-3.39826912188307
262,24.3407707910748,0.0193548387096775,"Hours","OD_595","230_1",230,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.1",1,28,8,28,-3.94481282825113
264,670.588235294117,0.103812316715543,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,1,-2.26517065714378
265,647.464503042596,0.102052785923754,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,2,-2.28226509050308
266,623.123732251521,0.0985337243401759,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,3,-2.31735641031436
267,598.782961460446,0.105571847507331,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,4,-2.24836353882741
268,575.659229208925,0.10733137829912,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,5,-2.2318342368762
269,551.31845841785,0.102052785923754,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,6,-2.28226509050308
270,526.977687626774,0.109090909090909,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,7,-2.21557371600442
271,502.636916835699,0.109090909090909,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,8,-2.21557371600442
272,479.513184584179,0.109090909090909,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,9,-2.21557371600442
273,453.955375253549,0.110850439882698,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,10,-2.19957337465797
274,432.048681541582,0.105571847507331,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,11,-2.24836353882741
275,407.707910750507,0.0950146627565983,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,12,-2.35372405448523
276,384.584178498986,0.0985337243401762,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,13,-2.31735641031436
277,359.026369168357,0.0967741935483871,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,14,-2.33537491581704
278,335.902636916835,0.0897360703812318,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,15,-2.41088246832518
279,311.56186612576,0.0967741935483871,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,16,-2.33537491581704
280,288.438133874239,0.0932551319648094,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,17,-2.37241618749739
281,264.097363083164,0.0809384164222875,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,18,-2.51406670456041
282,239.756592292089,0.0862170087976539,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,19,-2.45088780293888
283,215.415821501014,0.0826979472140762,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,20,-2.49256049933945
284,191.075050709939,0.0615835777126099,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,21,-2.78736003956009
285,167.951318458418,0.0598240469208213,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,22,-2.81634757643334
286,144.827586206896,0.0563049853372434,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,23,-2.87697219824978
287,120.486815415821,0.0475073313782991,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,24,-3.04687123504518
288,96.1460446247461,0.0422287390029327,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,25,-3.16465427070156
289,71.8052738336711,0.0299120234604106,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,26,-3.50949475699329
290,48.6815415821497,0.0228739002932552,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,27,-3.77775874358797
291,24.3407707910748,0.0123167155425221,"Hours","OD_595","231_1",231,"TSB",5,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",1,28,9,28,-4.39679795199419
